LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID238593,238593,0,943.0,712.166133901616,1278.3588172615875,0.0,27.0,27,17.28391819534817,1,,2839.1620469083155,3145.0,480.0,4095.0,2663134.0,1249.9394936770616,0.8303418359591462,2.0608951613632223,1.0289358696431756,-0.18988245914086346,22.009614111060326,15.522962418871282,0.22428248178732124,1.4178745987494767,938.5000000000002,163.41830031253542,0.44161392858050735,0.8261443661971833,5.334375096858889
ID240641,240641,0,1026.0,707.5011443518064,1279.3034984469512,0.0,39.0,39,18.01435341510693,1,,2876.845472440945,3063.0,595.0,4095.0,2922875.0,1165.4516098557904,0.8110624433673145,2.210920626410259,1.352281695376743,1.4230245993697745,22.920633709635652,16.999633565565226,0.2104975787377008,1.3483016337519247,1019.4999999999999,169.72217440052574,0.4447540585979874,0.7411850236277717,5.315510398144585
ID261121,261121,0,1888.0,718.3035115581436,1276.7441326980766,0.0,151.0,151,24.52116177918943,1,,2130.4125132555673,1873.0,464.0,4095.0,4017958.0,1066.7700144336588,1.0825461781865653,2.0762263151246767,12.118916569394496,9.49813860460565,41.31639470687551,30.587493891236296,2.163994150736892,1.350761028470959,1889.0,376.69252274132447,0.1672891685461831,0.42188721384701283,8.667044385774075
ID240128,240128,0,937.0,709.1173959445038,1279.276058342227,0.0,35.0,35,17.27010027053149,1,,2900.265741728922,3154.0,690.0,4095.0,2717549.0,1182.816378968927,0.8231512882358843,2.2141519008385258,0.7854173229016054,0.9652501986190488,21.586218794694286,15.262795555956286,0.17118020712410598,1.4143030819979956,937.0000000000001,151.52033786878184,0.5128703527743766,0.819772528433946,4.949953676127238
ID244736,244736,0,1274.0,716.1000261335424,1277.9651770547498,0.0,61.0,61,20.14954738517531,1,,2598.2672413793102,2510.0,475.0,4095.0,3315389.0,1177.4699516155108,0.8617129544668582,2.0427437089740144,0.11357161589711717,0.7241067503450057,27.736648308147775,14.905101387221407,0.005671008556640489,1.8608829009326457,1275.5000000000005,197.81490847095947,0.4096116386339801,0.7772699573430838,5.538839592589545
ID260103,260103,0,2570.0,723.2882222656505,1283.8692919028076,0.0,144.0,144,28.537621551230018,1,,2061.814988290398,1730.0,537.0,4095.0,5282370.0,1074.4146581261934,1.0864170932161141,1.9984957141395496,6.012200734081156,3.487517596016811,39.28186470866743,27.703926301813148,2.315992306556045,1.4179168786662752,2558.4999999999986,572.2341340918587,0.09818559245650595,0.48392282958199323,11.31308498241618
ID246793,246793,0,1391.0,718.8246971332613,1276.8220582943504,0.0,73.0,73,21.03072958440523,1,,2397.491341991342,2192.0,525.0,4095.0,3322923.0,1152.1431702538234,0.8515685166470056,1.9140813979197422,-1.177446615735405,1.054671602395574,30.50967404060845,15.423101894292286,3.0707579892439334,1.9781801514194324,1389.5000000000005,205.44769538701587,0.41368127880891065,0.7710876803551612,5.511527749717146
