LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID102344 → ID101217,0,102344,101217,0.08718169551394843,0.8415023937191869,0.29526546617230476,0.29526546617230476,8.5,850.1541817407958,825.6019342872285,0.0,
ID101478 → ID102344,0,101478,102344,0.023449163955544333,0.5251928664879429,0.15313119850489101,0.15313119850489101,7.5,850.3535644030105,825.5474511648655,0.0,
ID103884 → ID104084,0,103884,104084,0.3113311075572296,2.894198655797785,0.5579705257065373,0.5579705257065373,31.5,848.678791385541,826.5746068252203,0.0,
ID105171 → ID105855,0,105171,105855,0.04079694997029547,2.498804715196356,0.20198254867759113,0.20198254867759113,47.5,847.9150306632343,827.1526919711958,0.0,
ID103721 → ID103884,0,103721,103884,0.04443973583885341,2.473739741384631,0.21080734294339326,0.21080734294339326,30.5,848.836534569569,826.6585011581874,0.0,
ID104496 → ID104663,0,104496,104663,0.8046548053644705,3.0831180474811175,0.8970255321697764,0.8970255321697764,37.5,848.1279799164066,826.6320380756977,0.0,
ID103530 → ID103589,0,103530,103589,0.012348249799076495,1.1206012597891957,0.11112267904922242,0.11112267904922242,20.5,849.6234051092964,825.8658667511138,0.0,
ID103776 → ID103930,0,103776,103930,0.05821580137916482,1.9828070788020782,0.2412795088256871,0.2412795088256871,24.5,849.4653742407397,826.0615533036029,0.0,
ID102841 → ID102627,0,102841,102627,0.408404436979138,3.1384089920691545,0.6390652838162452,0.6390652838162452,18.5,849.6921813799654,826.0633586960176,0.0,
ID105699 → ID105795,0,105699,105795,0.33927482631567485,1.7137917775598248,0.5824730262558729,0.5824730262558729,49.5,847.9215813058439,827.4077674519715,0.0,
ID103372 → ID103721,0,103372,103721,0.030309553612451322,0.5830838551688483,0.1740963917272593,0.1740963917272593,29.5,848.8048394795212,826.60127468016,0.0,
