LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID193635 → ID193878,0,193635,193878,2.5747980982888934,2.065139159686676,1.6046177421083483,1.6046177421083483,24.5,143.67030289524024,792.9543693241963,0.0,
ID192640 → ID192308,0,192640,192308,1.6028608814307246,0.34143050719373247,1.2660414216883762,1.2660414216883762,14.5,150.70459297734038,795.0214786464978,0.0,
ID193984 → ID194292,0,193984,194292,3.001163237854502,0.4720152004201974,1.732386572868337,1.732386572868337,35.5,144.82479495701946,794.6995017604766,0.0,
ID194697 → ID194809,0,194697,194809,0.8795924211824456,0.6124806213877882,0.9378658865650491,0.9378658865650491,38.5,145.836623020896,796.8906950122084,0.0,
ID193391 → ID194643,0,193391,194643,0.4671532463241901,0.1799711234456893,0.6834860981206495,0.6834860981206495,22.5,144.8041120474407,793.3185945570488,0.0,
ID194440 → ID194697,0,194440,194697,0.5089477840994199,0.009492381444257736,0.7134057639936896,0.7134057639936896,37.5,145.45661726333367,796.2004348884946,0.0,
ID194643 → ID193635,0,194643,193635,0.7497023297986241,1.2206798757497757,0.8658535267576289,0.8658535267576289,23.5,144.37099014336917,792.8515667826271,0.0,
ID192308 → ID192356,0,192308,192356,1.3521729164315275,0.2698727750555577,1.1628297022485827,1.1628297022485827,15.5,149.52895225389835,794.7644192666324,0.0,
ID193632 → ID194238,0,193632,194238,6.824235964029323,3.029162577788753,2.6123238627760768,2.6123238627760768,31.5,144.84356664305392,793.3339831455721,0.0,
ID194337 → ID194458,0,194337,194458,0.5970250264333228,0.37726455580265134,0.7726739457451136,0.7726739457451136,33.5,145.99915824915826,793.762063341751,0.0,
ID192209 → ID192930,0,192209,192930,1.7047460372883343,0.6663962242562232,1.305659234750145,1.305659234750145,12.5,153.65208712165844,795.9595101688997,0.0,
