LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID37040 → ID37053,0,37040,37053,0.041581358297873974,1.7873944575092389,0.20391507619073676,0.20391507619073676,25.5,471.4785560650296,705.6327622938603,0.0,
ID37026 → ID37036,0,37026,37036,0.08711863868991992,0.5222635418946575,0.2951586669740869,0.2951586669740869,20.5,462.49823447209815,714.8464918444035,0.0,
ID36973 → ID36989,0,36973,36989,1.1607695519339418,0.3335620087975277,1.0773901577116536,1.0773901577116536,1.5,418.7845485452008,761.6643134978724,0.0,
ID36965 → ID36983,0,36965,36983,8.637535384067412,0.37826266723289265,2.9389684217540366,2.9389684217540366,14.5,453.70416966329725,724.1111290579647,0.0,
ID37032 → ID37039,0,37032,37039,6.302914340211387,2.2880307888556546,2.5105605629443373,2.5105605629443373,23.5,468.36959189083103,708.2829584091593,0.0,
ID36991 → ID36965,0,36991,36965,20.529623751636297,0.22593986146517284,4.530962784181337,4.530962784181337,13.5,451.2631509309014,726.8535209534276,0.0,
ID37013 → ID36963,0,37013,36963,86.34628132673788,0.12516477853171995,9.292269977068997,9.292269977068997,9.5,434.2789636826943,746.5820004447698,0.0,
ID37015 → ID36990,0,37015,36990,0.06471784947663162,2.192463465372282,0.2543970311867488,0.2543970311867488,4.5,417.7346985068484,763.5081944854487,0.0,
ID37043 → ID37032,0,37043,37032,0.3147990830651779,2.3407766823537455,0.5610695884337146,0.5610695884337146,22.5,467.7970586005273,709.2123107369832,0.0,
ID36996 → ID36980,0,36996,36980,1.011206319546344,0.561842378352736,1.0055875494189177,1.0055875494189177,17.5,459.41435217714303,719.25495724349,0.0,
ID36989 → ID36961,0,36989,36961,1.3917046542727372,0.05329494015235069,1.179705325186225,1.179705325186225,2.5,418.03071445013575,762.5036297981841,0.0,
