LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID150315 → ID150658,0,150315,150658,0.19867438629340758,1.4319926405502306,0.445729050313537,0.445729050313537,165.5,331.9576887929884,192.5168135247126,0.0,
ID135791 → ID134281,0,135791,134281,4.32058069946003,0.43870819352773616,2.0786006589674773,2.0786006589674773,3.5,309.73658155471287,161.59379544640342,0.0,
ID150013 → ID150073,0,150013,150073,0.3358488005114645,1.1079540779343968,0.57952463322232,0.57952463322232,160.5,331.89283258241073,191.87172104976574,0.0,
ID140548 → ID140802,0,140548,140802,0.46918276772502066,2.9196923947591227,0.6849691728282526,0.6849691728282526,60.5,324.17562155315,186.72374708817586,0.0,
ID136830 → ID137429,0,136830,137429,0.026530312816854716,1.9045602731479694,0.16288128442781483,0.16288128442781483,32.5,320.12351295555294,181.80101065081794,0.0,
ID143196 → ID143408,0,143196,143408,1.0432790064874182,2.2885713488702426,1.0214103027125867,1.0214103027125867,89.5,327.41478809738504,189.0701082055906,0.0,
ID150886 → ID150795,0,150886,150795,0.31235128884125996,2.7605526075446516,0.5588839672429868,0.5588839672429868,167.5,331.69900582911816,192.70105947104824,0.0,
ID161884 → ID161868,0,161884,161868,0.2013019454647963,1.3330582824158577,0.4486668535392338,0.4486668535392338,282.5,334.96991103161815,195.43352679387328,0.0,
ID137022 → ID136292,0,137022,136292,0.3832149517658794,1.7305754881317796,0.619043578244601,0.619043578244601,22.5,317.8794118288609,177.69836891320728,0.0,
ID150658 → ID150886,0,150658,150886,0.03416410771451657,1.2797546297983677,0.18483535298886025,0.18483535298886025,166.5,331.8829529349377,192.77067290952266,0.0,
ID134262 → ID134818,0,134262,134818,0.03348845905067451,1.6131037044882859,0.18299852199040983,0.18299852199040983,17.5,316.7937805599976,175.60344174764745,0.0,
