LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID26161 → ID25641,0,26161,25641,6.272643119730839,0.2792314959023188,2.5045245296724166,2.5045245296724166,12.5,270.74054991714996,338.83773474178406,0.0,
ID26132 → ID25961,0,26132,25961,32.78375307090835,1.7877378875620302,5.725709831183234,5.725709831183234,3.5,265.7425591341538,332.71794536091477,0.0,
ID28110 → ID28174,0,28110,28174,4.484736658461218,3.0965161265247985,2.1177196836364387,2.1177196836364387,84.5,265.281746398939,348.56341568736315,0.0,
ID27467 → ID27597,0,27467,27597,15.785781410153279,2.463621094974097,3.9731324430672177,3.9731324430672177,64.5,269.1501896667627,345.5020023048113,0.0,
ID27398 → ID27434,0,27398,27434,16.491764226473567,2.4062051226491024,4.061005322142975,4.061005322142975,59.5,270.653709793096,345.8941392982314,0.0,
ID25683 → ID25607,0,25683,25607,27.033368502348022,1.1739558954380622,5.1993623168950265,5.1993623168950265,1.5,263.6909670950688,337.55883465499954,0.0,
ID25821 → ID25946,0,25821,25946,0.5368844536417701,1.8142112917085527,0.7327239955411383,0.7327239955411383,17.5,276.5373771616182,344.48013222694465,0.0,
ID27231 → ID27059,0,27231,27059,19.645820998749414,0.04958814086732225,4.432360657567186,4.432360657567186,50.5,275.0059090429461,345.409201224016,0.0,
ID27695 → ID27467,0,27695,27467,14.58633352548654,2.634762188953446,3.8192058762898,3.8192058762898,63.5,267.8563637558315,345.6012600645954,0.0,
ID27698 → ID27854,0,27698,27854,31.167016255198,3.0121582917975975,5.5827427179835185,5.5827427179835185,73.5,272.686626315031,352.0710393871873,0.0,
ID26196 → ID26344,0,26196,26344,28.852051656436185,0.45450810626234933,5.371410583490726,5.371410583490726,30.5,276.5247611865259,348.47812133400373,0.0,
ID28025 → ID28054,0,28025,28054,2.706694727861503,2.7507701108384954,1.6452035521057882,1.6452035521057882,79.5,271.06422531369344,349.6124386252046,0.0,
