LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID16939 → ID17023,0,16939,17023,9.860041524286542,1.3999632088593237,3.1400703056279715,3.1400703056279715,81.5,314.64392578541174,1424.3883125785876,0.0,
ID15393 → ID15489,0,15393,15489,6.7158932326832845,0.32067100079673727,2.5915040483632827,2.5915040483632827,52.5,292.13418680147356,1407.3390249745162,0.0,
ID13856 → ID13243,0,13856,13243,1.5462449246940109,0.1581536198975982,1.24348097078082,1.24348097078082,13.5,278.6684268275569,1367.976952012108,0.0,
ID23266 → ID23337,0,23266,23337,4.749529723654261,0.9970276581086661,2.1793415803068275,2.1793415803068275,209.5,293.16794681692863,1454.7196756575167,0.0,
ID13502 → ID13593,0,13502,13593,7.327030252800093,0.14737470707654698,2.706848767995747,2.706848767995747,5.5,274.31072640772004,1368.6067603723018,0.0,
ID23091 → ID23171,0,23091,23171,1.6299502620972968,0.43314046613382196,1.276695054465747,1.276695054465747,207.5,292.5976420113102,1452.9872145254817,0.0,
ID15348 → ID15393,0,15348,15393,0.8085042044496575,1.5749701043676247,0.899168618474676,0.899168618474676,51.5,290.5377333409384,1408.0009489138858,0.0,
ID17951 → ID18186,0,17951,18186,51.021523090247264,0.17744596973119559,7.142935187319514,7.142935187319514,99.5,345.63320012697346,1425.5007509274806,0.0,
ID17700 → ID17911,0,17700,17911,5.880561803203422,0.8718107222017062,2.4249869696976565,2.4249869696976565,97.5,354.88139666224026,1428.3566540066258,0.0,
ID14948 → ID14981,0,14948,14981,4.17697139286478,0.5143761665025353,2.0437640257291885,2.0437640257291885,40.5,285.90764001733703,1400.3480199749856,0.0,
ID22061 → ID22122,0,22061,22122,22.70380049480629,0.7602896176588093,4.764850521769418,4.764850521769418,182.5,308.33138151208277,1464.695699908672,0.0,
