LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID510882 → ID511382,0,510882,511382,0.361898286154125,NaN,0.6015798252552399,0.6015798252552399,0.5,237.0586266602972,1585.5303799537687,0.0,
ID510103 → ID510080,1,510103,510080,5.322398815620766,2.014897360696433,2.3070324695636093,2.3070324695636093,14.5,257.9843935512442,77.44554570827252,0.0,
ID512102 → ID511548,1,512102,511548,5.721351871348688,0.22429096383731212,2.3919347548268717,2.3919347548268717,23.5,261.2136692772599,84.64689834336392,0.0,
ID510046 → ID510306,1,510046,510306,9.172521262459435,2.085918229729593,3.0286170544424125,3.0286170544424125,5.5,253.09894004456547,76.19508152522249,0.0,
ID510881 → ID510186,1,510881,510186,2.6929682222103595,1.584969743038179,1.6410265757172733,1.6410265757172733,8.5,254.20631063029538,75.2477449857283,0.0,
ID511771 → ID511505,1,511771,511505,13.674571990649971,1.7679185658283456,3.697914546153003,3.697914546153003,20.5,259.65745610609736,78.61850646879192,0.0,
ID509999 → ID510512,1,509999,510512,0.08131141420294266,0.31741503062320103,0.2851515635639101,0.2851515635639101,10.5,254.94174248067284,76.40618091534115,0.0,
ID511737 → ID512281,1,511737,512281,0.06159294555628813,2.031306832762315,0.24817926093106193,0.24817926093106193,33.5,265.7753598612795,98.2105322007786,0.0,
ID510485 → ID511771,1,510485,511771,17.418566515585855,0.40135763426347115,2.0867778101409034,4.173555620281807,19.0,261.6884347668773,77.15662273074923,0.0,
ID510080 → ID510956,1,510080,510956,11.95566330423443,0.11600890324498705,3.4576962423316524,3.4576962423316524,15.5,258.7082618068662,74.66036522775792,0.0,
ID511505 → ID511517,1,511505,511517,4.739170864261329,1.8635756603754203,2.1769636800510312,2.1769636800510312,21.5,257.86599921246454,79.10059816278573,0.0,
