LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID19583 → ID19576,0,,,,,,,,,,,
ID20065 → ID19990,0,,,,,,,,,,,
ID20129 → ID20161,0,,,,,,,,,,,
ID19415 → ID19423,0,,,,,,,,,,,
ID20312 → ID20291,0,,,,,,,,,,,
ID19219 → ID19258,0,,,,,,,,,,,
ID19990 → ID20020,0,,,,,,,,,,,
ID19618 → ID19651,0,,,,,,,,,,,
ID21419 → ID21474,0,,,,,,,,,,,
ID20073 → ID20096,0,,,,,,,,,,,
ID21502 → ID21541,0,,,,,,,,,,,
ID21228 → ID21240,0,,,,,,,,,,,
ID19679 → ID19684,0,,,,,,,,,,,
ID20027 → ID20005,0,,,,,,,,,,,
ID20945 → ID20864,0,,,,,,,,,,,
ID22236 → ID22248,0,,,,,,,,,,,
ID19684 → ID19668,0,,,,,,,,,,,
ID21225 → ID21287,0,,,,,,,,,,,
ID22149 → ID22139,0,,,,,,,,,,,
ID20161 → ID20139,0,,,,,,,,,,,
ID21962 → ID21915,0,,,,,,,,,,,
ID19527 → ID19489,0,,,,,,,,,,,
ID19651 → ID19635,0,,,,,,,,,,,
ID21973 → ID21978,0,,,,,,,,,,,
ID21978 → ID21995,0,,,,,,,,,,,
ID22160 → ID22171,0,,,,,,,,,,,
ID19234 → ID19265,0,,,,,,,,,,,
ID21435 → ID21460,0,,,,,,,,,,,
ID19324 → ID19428,0,,,,,,,,,,,
ID19795 → ID19802,0,,,,,,,,,,,
ID21668 → ID21681,0,,,,,,,,,,,
ID21882 → ID21856,0,,,,,,,,,,,
ID20603 → ID20613,0,,,,,,,,,,,
ID20664 → ID20672,0,,,,,,,,,,,
ID20973 → ID20985,0,,,,,,,,,,,
ID21809 → ID21830,0,,,,,,,,,,,
ID20447 → ID20463,0,,,,,,,,,,,
ID21541 → ID21528,0,,,,,,,,,,,
