LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID27264,27264,0,585.0,618.358646188851,722.0668373151309,0.0,6.0,6,13.657583728599336,1,,2831.2248722316867,2806.0,1107.0,4095.0,1661929.0,940.6081000131538,0.7977535068862417,2.671371102178907,0.29000429588437754,-0.3546359523297458,18.39043732771623,10.331991595523432,0.25714939079633603,1.7799508601695246,586.0,115.3797835762242,0.5531565254876734,0.8517441860465116,4.766294927366054
ID27251,27251,0,408.0,634.7589430894309,717.1467479674798,0.0,8.0,8,11.423968370726268,1,,1946.8581907090465,1816.0,1227.0,3360.0,796265.0,437.88516875695467,0.6088699913824299,3.36517533596506,-1.0643875743393552,0.3311805608715819,20.158467954691407,7.253197005942424,3.010777750764592,2.779252781659716,410.0,102.67266648524995,0.4887469255627703,0.835881753312946,5.070641572720689
ID27252,27252,0,811.0,606.5979423868313,731.5263374485597,0.0,2.0,2,16.05711704537494,1,,2937.7916152897656,2962.0,924.0,4095.0,2382549.0,966.9653406934699,0.8337748753846281,2.76275809991962,1.3462454137627142,-1.9829547304749784,23.87401327743321,12.280079392286872,2.8606895713874634,1.944125319941213,810.0000000000001,168.63537115350022,0.3579295358712715,0.7061900610287708,5.925242965699076
ID27253,27253,0,502.0,622.2063098777667,722.0209778658738,0.0,7.0,7,12.672305929850431,1,,2581.149606299213,2500.0,870.0,4095.0,1311224.0,850.121182485818,0.7766956026270843,2.6546065056085433,-0.12783999748033048,0.11900969191587796,18.703604222389767,9.309357400149084,0.18520735753321338,2.0091187198474345,504.5,98.60035716996259,0.6520997869687788,0.9206204379562044,4.38983202878198
ID27254,27254,0,738.0,595.3299319727892,740.7390022675736,0.0,0.0,0,15.295678028289107,1,,2647.0925170068026,2484.0,1131.0,4095.0,1945613.0,912.025910368619,0.8035904344979302,2.586358806258117,1.3866066376997905,-2.523198563413064,23.23244627800635,12.713098672770982,2.7402759503459704,1.8274416706735543,735.0,181.71864117282067,0.2797037195885064,0.6344410876132931,6.702793056740723
ID27257,27257,0,799.0,601.6226434638492,737.0146053449347,0.0,1.0,1,16.0025092855733,1,,2839.293017456359,2798.0,806.0,4095.0,2277113.0,935.0658305925274,0.8320176500127318,2.7580422116710306,2.0458334683859056,-2.68798870121399,24.878603724493136,12.998088203547125,-0.40164401820861806,1.9140202262748045,804.5000000000002,185.9172242377344,0.29248032663098833,0.648528819024587,6.554757097476313
ID27259,27259,0,654.0,615.6530638189677,723.1564963132469,0.0,5.0,5,14.44479596233449,1,,2956.6687022900765,2996.0,1086.0,4095.0,1936618.0,962.0675485929513,0.8214566833293009,2.7719980076462285,1.2075171512835847,-0.686253398639262,20.11590891617454,11.476731390821321,0.1392202793093946,1.7527559224974563,655.5,131.4522099814132,0.47670178295935167,0.8152985074626866,5.134303578896642
