LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID2717 → ID2671,0,2717,2671,0.6901698949642188,2.8951869384181603,0.8307646447485706,0.8307646447485706,4.5,629.3863138338959,804.2125028916923,0.0,
ID2709 → ID2740,0,2709,2740,45.72732616699791,0.5567608902508805,6.762198323548187,6.762198323548187,13.5,630.0694071087216,770.3483683777679,0.0,
ID2699 → ID2691,0,2699,2691,0.6701014525362822,3.1256571708522807,0.8185972468413769,0.8185972468413769,2.5,629.0584211663693,803.813056364115,0.0,
ID2671 → ID2679,0,2671,2679,2.103343736525172,1.7371597297156762,1.4502909144461922,1.4502909144461922,5.5,628.6127349165859,804.1985665697762,0.0,
ID2726 → ID2699,0,2726,2699,9.756504531136484,2.198896985090876,3.123540384105268,3.123540384105268,1.5,630.0629534336108,803.2480183449903,0.0,
ID2725 → ID2716,0,2725,2716,29.021175537947286,0.011571967500426262,5.387130547698588,5.387130547698588,8.5,628.3545096529451,796.0971990560802,0.0,
ID2670 → ID2698,0,2670,2698,36.451302046291914,0.20676919269208838,6.037491370287158,6.037491370287158,10.5,631.3902585684764,786.8445786366578,0.0,
ID2716 → ID2670,0,2716,2670,16.600506896101123,0.19775104507867527,4.074371963395233,4.074371963395233,9.5,629.8473683927241,791.6320567990476,0.0,
ID2698 → ID2664,0,2698,2664,21.054977708184722,0.2773772371291862,4.588570333795127,4.588570333795127,11.5,631.962076159031,781.6127657394848,0.0,
ID2664 → ID2709,0,2664,2709,37.22446119335203,0.04953286458334503,6.101185228572562,6.101185228572562,12.5,631.8520997053045,776.2706261606157,0.0,
ID2679 → ID2688,0,2679,2688,3.4565827849433273,1.1984541765708188,1.8591887437652281,1.8591887437652281,6.5,627.2555280418334,804.002512334162,0.0,
ID2688 → ID2725,0,2688,2725,23.70548393008659,1.1614073893762422,4.868827777821536,4.868827777821536,7.5,627.1204911275679,801.0743961084363,0.0,
